theater_id,name,alternate_names,address,borough,latitude,longitude,image_url,image_path,opening_year,closing_year,reopening_year,status,screen_count,source,source_url,source_date,date_source,date_source_url,date_source_date,date_research_status,confidence,notes,geocode_status,geocode_match_type,geocoded_address,geocoded_latitude,geocoded_longitude,current_place_name,current_place_category,current_place_type,closure_audit_result,closure_audit_confidence,closure_audit_source,closure_audit_date,closure_audit_note
11093,David Marcus Theatre,Tuxedo Theatre,"3464 Jerome Avenue, Bronx, NY 10467",Bronx,40.8817729,-73.8820871,https://photos.cinematreasures.org/production/photos/262132/1544736078/large.gif?1544736078,theater_images/11093.gif,,1972,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/11093,9/15/26,,,,,low,Closing year is approximate (1972). Not stated on source page: opening year.,,,,,,,,,,,,,
6101,De Luxe Theatre,Belmont Theatre,"650 E. Tremont Avenue, Bronx, NY 10457",Bronx,40.8459928,-73.8924667,https://photos.cinematreasures.org/production/photos/263754/1547595019/large.jpg?1547595019,theater_images/6101.jpg,1920,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/6101,9/15/26,,,,,low,"Opening year is approximate (1920). Not stated on source page: closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"650 E TREMONT AVE, BRONX, NY, 10457",40.84598239,-73.89241265,East Tremont Avenue & Arthur Avenue,highway,bus_stop,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
4049,De-Luxe Theatre,"Montauk Theatre, Bay Theatre","2001 Bath Avenue, Brooklyn, NY 11214",Brooklyn,40.60147,-74.001099,https://photos.cinematreasures.org/production/photos/187856/1476920566/large.JPG?1476920566,theater_images/4049.jpg,1914,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/4049,9/15/26,,,,,medium,"Not stated on source page: closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"2001 BATH AVE, BROOKLYN, NY, 11214",40.60144376,-74.00143797,8755,place,house,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
7929,Decatur Theater,,"1674 Broadway, Brooklyn, NY 11207",Brooklyn,40.6841434,-73.9128575,https://photos.cinematreasures.org/production/photos/77359/1375029047/large.JPG?1375029047,theater_images/7929.jpg,1908,1951,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/7929,9/15/26,,,,,high,,,,,,,,,,,,,,
11114,Decatur Theatre,"U.S. Theatre, United States Theatre","2715 Webster Avenue, Bronx, NY 10458",Bronx,40.8648517,-73.8874888,https://photos.cinematreasures.org/production/photos/159167/1455841753/large.jpg?1455841753,theater_images/11114.jpg,1916,1950,1938,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/11114,9/15/26,,,,,low,Most recent stated closing year retained.,,,,,,,,,,,,,
7825,Delmar Theatre,"Gotham Theatre, Del-Mar Theatre","3410 Broadway, New York, NY 10031",Manhattan,40.822204,-73.953156,https://photos.cinematreasures.org/production/photos/6470/1308688807/large.jpg?1308688807,theater_images/7825.jpg,1921,1961,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/7825,9/15/26,,,,,high,,,,,,,,,,,,,,
4656,Deluxe Theatre,,"62-02 Roosevelt Avenue, Woodside, NY 11377",Queens,40.7456328,-73.9017029,https://photos.cinematreasures.org/production/photos/8531/1309490759/large.JPG?1309490759,theater_images/4656.jpg,1933,1986,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/4656,9/15/26,,,,,high,,,,,,,,,,,,,,
7990,Devon Theatre,Trend Theatre,"241 E. Tremont Avenue, Bronx, NY 10457",Bronx,40.8489977,-73.9047146,https://photos.cinematreasures.org/production/photos/113599/1417638385/large.jpg?1417638385,theater_images/7990.jpg,1930,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/7990,9/15/26,,,,,medium,"Not stated on source page: closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"241 E TREMONT AVE, BRONX, NY, 10457",40.84878799,-73.90347514,East Tremont Avenue,highway,secondary,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
4531,Dewey Theater,"Homecrest Theatre, Sunshine Theatre","2384 Coney Island Avenue, Brooklyn, NY 11223",Brooklyn,40.5988551,-73.9613845,https://photos.cinematreasures.org/production/photos/261879/1544315279/large.jpg?1544315279,theater_images/4531.jpg,1915,1954,1924,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/4531,9/15/26,,,,,high,,,,,,,,,,,,,,
21704,Dewey Theatre,,"126 E. 14th Street, New York, NY 10003",Manhattan,40.733345,-73.98823,https://photos.cinematreasures.org/production/photos/173207/1468170941/large.jpg?1468170941,theater_images/21704.jpg,1898,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/21704,9/15/26,,,,,medium,"Not stated on source page: closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"126 E 14TH ST, NEW YORK, NY, 10003",40.7337101,-73.98833394,Farook's Halal Cart,amenity,restaurant,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
7049,Directors Guild of America Theater,"Normandie Theatre, Cinema Rendezvous, Playboy Theatre, 57th Street Playhouse, Trans-Lux Normandie Theatre","110 W. 57th Street, New York, NY 10019",Manhattan,40.764862,-73.978471,https://photos.cinematreasures.org/production/photos/21675/1313355659/large.JPG?1313355659,theater_images/7049.jpg,1951,,,Open (Showing movies),1,Cinema Treasures,https://cinematreasures.org/theaters/7049,9/15/26,,,,,low,Most recent stated closing year retained.,,,,,,,,,,,,,
10961,Ditmars Theatre,,"22-68 31st Street, Astoria, NY 11105",Queens,40.7782972,-73.9081119,https://photos.cinematreasures.org/production/photos/298707/1583084038/large.jpeg?1583084038,theater_images/10961.jpeg,1936,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/10961,9/15/26,,,,,medium,"Not stated on source page: closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Tie,,,,,20-74,building,yes,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
19040,Ditmas Theater,,"115 Ditmas Avenue, Brooklyn, NY 11218",Brooklyn,40.635892,-73.9775669,https://photos.cinematreasures.org/production/photos/77402/1375108893/large.JPG?1375108893,theater_images/19040.jpg,,1920,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/19040,9/15/26,,,,,medium,Not stated on source page: opening year.,,,,,,,,,,,,,
34545,Ditmas Theatre,,"990 McDonald Avenue, Brooklyn, NY 11230",Brooklyn,40.6295206,-73.9773198,https://photos.cinematreasures.org/production/photos/77404/1375110051/large.JPG?1375110051,theater_images/34545.jpg,,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/34545,9/15/26,,,,,medium,"Not stated on source page: opening year, closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"990 MCDONALD AVE, BROOKLYN, NY, 11230",40.62980588,-73.97706104,18th Avenue,railway,platform,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
11844,DMac Theatre,"Astoria Theatre, Theatre 62, Channel One Video Theater, Fortune Theatre, Andy Warhol's Theatre:Boys to Adore","62 E. 4th Street, New York, NY 10003",Manhattan,40.7265783,-73.9906039,https://photos.cinematreasures.org/production/photos/44642/1337117309/large.jpg?1337117309,theater_images/11844.jpg,,,,Open (Showing movies),1,Cinema Treasures,https://cinematreasures.org/theaters/11844,9/15/26,,,,unresolved_high_priority,medium,Not stated on source page: opening year. External research did not identify a defensible exact opening year.,,,,,,,,,,,,,
17318,Doll Theater,,"719 7th Avenue, New York, NY 10036",Manhattan,40.759617,-73.983967,https://photos.cinematreasures.org/production/photos/28443/1318307645/large.jpg?1318307645,theater_images/17318.jpg,,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/17318,9/15/26,,,,,medium,"Not stated on source page: opening year, closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"719 7TH AVE, NEW YORK, NY, 10036",40.75976179,-73.9841453,719,place,house,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
36223,Dorchester Theatre,Dorchester Photoplay Theatre,"828 Coney Island Avenue, Brooklyn, NY 11218",Brooklyn,40.638953,-73.968664,https://photos.cinematreasures.org/production/photos/6095/1308592335/large.jpg?1308592335,theater_images/36223.jpg,1910,1920,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/36223,9/15/26,,,,,low,Most recent stated closing year retained.,,,,,,,,,,,,,
14777,Douglas Theatre,,"652 Lenox Avenue, New York, NY 10037",Manhattan,40.8188989,-73.9372422,https://photos.cinematreasures.org/production/photos/52073/1344839177/large.jpg?1344839177,theater_images/14777.jpg,,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/14777,9/15/26,,,,,medium,"Not stated on source page: opening year, closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"652 LENOX AVE, NEW YORK, NY, 10037",40.81861894,-73.93747998,Malcolm X Boulevard,highway,secondary,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
7983,Dover Theatre,,"1723 Boston Road, Bronx, NY 10468",Bronx,40.8369994,-73.8884992,https://photos.cinematreasures.org/production/photos/66836/1360964043/large.jpg?1360964043,theater_images/7983.jpg,1930,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/7983,9/15/26,,,,,low,"Opening year is approximate (1930). Not stated on source page: closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Non_Exact,"1723 BOSTON RD, BRONX, NY, 10460",40.83694189,-73.88850548,1717,place,house,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
4614,Drake Theatre,,"62-90 Woodhaven Boulevard, Rego Park, NY 11374",Queens,40.7246752,-73.8695818,https://photos.cinematreasures.org/production/photos/495499/1757981052/large.jpg?1757981052,theater_images/4614.jpg,1935,2014,1988,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/4614,9/15/26,,,,,low,Most recent stated closing year retained.,,,,,,,,,,,,,
36290,Dreamland Theatre,,"4410 3rd Avenue, Brooklyn, NY 11232",Brooklyn,40.65143,-74.010221,https://photos.cinematreasures.org/production/photos/7000/1308927890/large.jpg?1308927890,theater_images/36290.jpg,,1915,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/36290,9/15/26,,,,,low,Most recent stated closing year retained. Not stated on source page: opening year.,,,,,,,,,,,,,
34823,Driggs Palace,,"206 Driggs Avenue, Brooklyn, NY 11222",Brooklyn,40.7229533,-73.9464365,,,,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/34823,9/15/26,,,,,medium,"Not stated on source page: opening year, closing year, image. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"206 DRIGGS AVE, BROOKLYN, NY, 11222",40.72289671,-73.94647612,206,place,house,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
14740,Drury Lane Theatre,,"615 8th Avenue, New York, NY 10018",Manhattan,40.7558721,-73.9908101,,,1901,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/14740,9/15/26,,,,,medium,"Not stated on source page: closing year, image. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"615 8TH AVE, NEW YORK, NY, 10018",40.75592908,-73.99082925,West 40th Street,highway,residential,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,"A nearby mapped venue matched part of the name, but review did not confirm it as the same historical theater; the theater is closed and its closing year remains unknown."
27049,Dyckman Theatre,"Loew's Dyckman Theatre, New Dyckman Theatre","552 W. 207th Street, New York, NY 10034",Manhattan,40.8660407,-73.9201675,https://photos.cinematreasures.org/production/photos/34792/1328105841/large.jpg?1328105841,theater_images/27049.jpg,1913,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/27049,9/15/26,,,,,medium,"Not stated on source page: closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"552 W 207TH ST, NEW YORK, NY, 10034",40.86599529,-73.92020687,West 207th Street,highway,primary,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
4020,Eagle Theater,Earle Theater,"73-07 37th Road, Jackson Heights, NY 11372",Queens,40.7488875,-73.892614,https://photos.cinematreasures.org/production/photos/33124/1325893327/large.jpg?1325893327,theater_images/4020.jpg,1938,2009,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/4020,9/15/26,,,,,high,,,,,,,,,,,,,,
8021,Eagle Theater,"Central Theater, Luxor Theater","431 Central Avenue, Brooklyn, NY 11221",Brooklyn,40.692596,-73.91504,https://photos.cinematreasures.org/production/photos/80601/1378410671/large.jpg?1378410671,theater_images/8021.jpg,1916,1936,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/8021,9/15/26,,,,,high,,,,,,,,,,,,,,
13893,Eagle Theatre,New Eagle Theatre,"1852 3rd Avenue, New York, NY 10029",Manhattan,40.7894097,-73.9464763,https://photos.cinematreasures.org/production/photos/6849/1308851761/large.jpg?1308851761,theater_images/13893.jpg,,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/13893,9/15/26,,,,,medium,"Not stated on source page: opening year, closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"1852 3RD AVE, NEW YORK, NY, 10029",40.78919735,-73.94649636,Hushrush,shop,convenience,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
56980,Earl Carroll Theatre,"Casino Theatre, French Casino, International Casino, Casa Manana","753 7th Avenue, New York, NY 10019",Manhattan,40.7605725,-73.982935,https://photos.cinematreasures.org/production/photos/231816/1516820708/large.gif?1516820708,theater_images/56980.gif,1922,1990,1938,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/56980,9/15/26,,,,,low,Most recent stated closing year retained. Most recent stated reopening year retained.,,,,,,,,,,,,,
5968,Earl Theatre,,"58 E. 161st Street, Bronx, NY 10452",Bronx,40.8280228,-73.9266322,https://photos.cinematreasures.org/production/photos/198378/1484589893/large.jpg?1484589893,theater_images/5968.jpg,1936,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/5968,9/15/26,,,,,medium,"Not stated on source page: closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Non_Exact,"58 E 161ST ST, BRONX, NY, 10451",40.82737966,-73.92531751,CityMD Urgent Care,amenity,clinic,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
7469,East 86th Street Cinemas,"Yorkville Casino Theatre, 86th Street Casino Theatre, 86th Street East Cinema","210 E. 86th Street, New York, NY 10028",Manhattan,40.7783357,-73.9532437,https://photos.cinematreasures.org/production/photos/363007/1642636807/large.jpg?1642636807,theater_images/7469.jpg,,2019,1935,Closed,4,Cinema Treasures,https://cinematreasures.org/theaters/7469,9/15/26,,,,,low,Most recent stated closing year retained. Not stated on source page: opening year.,,,,,,,,,,,,,
13587,East Side Beauty Theatre,"East Side Beauty Show, Royal Theatre, Finger's Theatre","235 Avenue A, New York, NY 10009",Manhattan,40.7303788,-73.980414,https://photos.cinematreasures.org/production/photos/179060/1472914431/large.gif?1472914431,theater_images/13587.gif,,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/13587,9/15/26,,,,,medium,"Not stated on source page: opening year, closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"235 AVE A, NEW YORK, NY, 10009",40.72997252,-73.98076541,Zaragoza,amenity,restaurant,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
6231,Eastside Cinema,Eastside Playhouse,"919 3rd Avenue, New York, NY 10022",Manhattan,40.7587327,-73.9677901,https://photos.cinematreasures.org/production/photos/23/1305941562/large.jpg?1305941562,theater_images/6231.jpg,1973,2003,1993,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/6231,9/15/26,,,,,low,Most recent stated closing year retained.,,,,,,,,,,,,,
8167,Echo Theatre,,"368 Bushwick Avenue, Brooklyn, NY 11206",Brooklyn,40.704046,-73.9386085,https://photos.cinematreasures.org/production/photos/284994/1567397732/large.JPG?1567397732,theater_images/8167.jpg,1921,1941,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/8167,9/15/26,,,,,high,,,,,,,,,,,,,,
16933,Eden Theatre,,"409 5th Avenue, Brooklyn, NY 11215",Brooklyn,40.6701717,-73.9854489,https://photos.cinematreasures.org/production/photos/21541/1313255673/large.JPG?1313255673,theater_images/16933.jpg,1910,1937,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/16933,9/15/26,,,,,high,,,,,,,,,,,,,,
20650,Eldorado Theatre,,"52 W. 125th Street, New York, NY 10027",Manhattan,40.8070816,-73.9441489,,,1903,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/20650,9/15/26,,,,,medium,"Not stated on source page: closing year, image. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"52 W 125TH ST, NEW YORK, NY, 10027",40.8070695,-73.94397521,52,building,yes,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
3969,Electra Theater,,"7418 3rd Avenue, Brooklyn, NY 11209",Brooklyn,40.6317016,-74.0277178,https://photos.cinematreasures.org/production/photos/137418/1443197575/large.jpg?1443197575,theater_images/3969.jpg,1913,1953,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/3969,9/15/26,,,,,low,Opening year is approximate (1913).,,,,,,,,,,,,,
17723,Ellwest Stereo Theater,,"155 W. 47th Street, New York, NY 10036",Manhattan,40.7588898,-73.9836411,https://photos.cinematreasures.org/production/photos/120152/1426637942/large.jpg?1426637942,theater_images/17723.jpg,,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/17723,9/15/26,,,,,medium,"Not stated on source page: opening year, closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"155 W 47TH ST, NEW YORK, NY, 10036",40.7587237,-73.98331787,155,place,house,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
17728,Ellwest Stereo Theater,,"723 7th Avenue, New York, NY 10036",Manhattan,40.7600113,-73.9840557,https://photos.cinematreasures.org/production/photos/218193/1504975990/large.JPG?1504975990,theater_images/17728.jpg,,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/17728,9/15/26,,,,,medium,"Not stated on source page: opening year, closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Non_Exact,"723 7TH AVE, NEW YORK, NY, 10019",40.7599928,-73.98397866,7th Ave Smoke Shop,shop,tobacco,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
3857,Elm Theatre,,"1617 Avenue M, Brooklyn, NY 11230",Brooklyn,40.618181,-73.958507,https://photos.cinematreasures.org/production/photos/6065/1308585634/large.jpg?1308585634,theater_images/3857.jpg,1937,1973,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/3857,9/15/26,,,,,high,,,,,,,,,,,,,,
66025,Elm Theatre,Elm Hall,"100 Innis Street, Staten Island, NY 10306",Staten Island,40.634156,-74.1443254,https://photos.cinematreasures.org/production/photos/356486/1633530137/large.png?1633530137,theater_images/66025.png,,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/66025,9/15/26,,,,,medium,"Not stated on source page: opening year, closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Non_Exact,"100 INNIS ST, STATEN ISLAND, NY, 10302",40.63441676,-74.14527124,Innis Street,highway,residential,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
1942,Elmwood Theatre,"Queensboro Theatre, Loews Cineplex Elmwood","57-02 Hoffman Drive, Elmhurst, NY 11373",Queens,40.733749,-73.874152,https://photos.cinematreasures.org/production/photos/6/1305870829/large.jpg?1305870829,theater_images/1942.jpg,1928,2002,,Closed,4,Cinema Treasures,https://cinematreasures.org/theaters/1942,9/15/26,,,,,high,,,,,,,,,,,,,,
2931,Elysee Theatre,"John Golden Theatre, Cort's 58th Street Theatre, Filmarte Theatre, Fine Arts Theatre, Concert Theatre","202 W. 58th Street, New York, NY 10019",Manhattan,40.766259,-73.980286,https://photos.cinematreasures.org/production/photos/217208/1503945193/large.jpg?1503945193,theater_images/2931.jpg,,1985,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/2931,9/15/26,,,,,medium,Not stated on source page: opening year.,,,,,,,,,,,,,
7212,Embassy 1 Theatre,"Embassy Theatre, Embassy Newsreel Theatre, New Embassy 46th Street Theatre","1560 Broadway, New York, NY 10036",Manhattan,40.758577,-73.984464,https://photos.cinematreasures.org/production/photos/24920/1315434595/large.jpg?1315434595,theater_images/7212.jpg,,2014,2019,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/7212,9/15/26,,,,,low,Most recent stated closing year retained. Most recent stated reopening year retained. Not stated on source page: opening year.,,,,,,,,,,,,,
501,"Embassy 1,2,3 Theatre","Columbia Theatre, RKO Mayfair Theatre, Loew's Mayfair Theatre, Brandt's Mayfair Theatre, DeMille Theatre, Mark I,II,III Theatre, Embassy 2,3,4 Theatre","707 7th Avenue, New York, NY 10036",Manhattan,40.7594236,-73.9844639,https://photos.cinematreasures.org/production/photos/4742/1308268658/large.jpg?1308268658,theater_images/501.jpg,1910,2013,1930,Closed,3,Cinema Treasures,https://cinematreasures.org/theaters/501,9/15/26,,,,,low,Most recent stated closing year retained.,,,,,,,,,,,,,
2664,Embassy 49th Street Theatre,"Punch and Judy Theatre, Charles Hopkins Theatre, Westminster Cinema, World Theatre","153 W. 49th Street, New York, NY 10019",Manhattan,40.7598449,-73.9822152,https://photos.cinematreasures.org/production/photos/46689/1339531526/large.jpg?1339531526,theater_images/2664.jpg,1914,1987,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/2664,9/15/26,,,,,low,Most recent stated closing year retained.,,,,,,,,,,,,,
7826,Embassy 72nd Street Twin 1 and 2,"72nd Street Newsreel Theatre, Embassy 72nd Street Theatre","2089 Broadway, New York, NY 10023",Manhattan,40.7792323,-73.9819664,https://photos.cinematreasures.org/production/photos/42429/1334710751/large.jpg?1334710751,theater_images/7826.jpg,1938,1988,,Closed,2,Cinema Treasures,https://cinematreasures.org/theaters/7826,9/15/26,,,,,high,,,,,,,,,,,,,,
5796,Embassy Theatre,Concord Theatre,"3208 Fulton Street, Brooklyn, NY 11208",Brooklyn,40.6822069,-73.8770308,https://photos.cinematreasures.org/production/photos/261947/1544449681/large.jpg?1544449681,theater_images/5796.jpg,1914,1968,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/5796,9/15/26,,,,,high,,,,,,,,,,,,,,
3412,Empire Theater,Leo's Empire Theater,"2094 Richmond Terrace, Staten Island, NY 10302",Staten Island,40.6402874,-74.1330418,https://photos.cinematreasures.org/production/photos/95020/1392554521/large.jpg?1392554521,theater_images/3412.jpg,,1978,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/3412,9/15/26,,,,,low,Most recent stated closing year retained. Not stated on source page: opening year.,,,,,,,,,,,,,
7294,Empire Theatre,,"10 Ralph Avenue, Brooklyn, NY 11221",Brooklyn,40.6902672,-73.9242916,https://photos.cinematreasures.org/production/photos/114309/1419291146/large.jpg?1419291146,theater_images/7294.jpg,1908,1953,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/7294,9/15/26,,,,,high,,,,,,,,,,,,,,
8222,Empire Theatre,RKO Empire Theatre,"864 Westchester Avenue, Bronx, NY 10459",Bronx,40.8201605,-73.9004201,https://photos.cinematreasures.org/production/photos/67645/1361815207/large.jpg?1361815207,theater_images/8222.jpg,1894,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/8222,9/15/26,,,,,low,"Opening year is approximate (1894). Not stated on source page: closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"864 WESTCHESTER AVE, BRONX, NY, 10459",40.82019136,-73.90045977,860,place,house,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
41501,Empire Theatre,,"525 Grand Street, Brooklyn, NY 11211",Brooklyn,40.711265,-73.9503189,https://photos.cinematreasures.org/production/photos/77319/1375019017/large.JPG?1375019017,theater_images/41501.jpg,1907,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/41501,9/15/26,,,,,medium,"Not stated on source page: closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"525 GRAND ST, BROOKLYN, NY, 11211",40.71108828,-73.95035905,Dobbin St. Vintage Co-op,shop,antiques,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
20112,Empress Theater,,"104 W. 116th Street, New York, NY 10026",Manhattan,40.8021782,-73.9500946,,,,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/20112,9/15/26,,,,,medium,"Not stated on source page: opening year, closing year, image. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"104 W 116TH ST, NEW YORK, NY, 10026",40.80257115,-73.95114085,West 116th Street,highway,tertiary,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
11751,Empress Theatre,Palace Theatre,"882 DeKalb Avenue, Brooklyn, NY 11221",Brooklyn,40.692363,-73.940588,https://photos.cinematreasures.org/production/photos/80657/1378460012/large.JPG?1378460012,theater_images/11751.jpg,1911,2005,1916,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/11751,9/15/26,,,,,low,Most recent stated closing year retained.,,,,,,,,,,,,,
